dataset,model,split,scene,frames,iou,dice,precision,recall,failure,boundary_f1,component_count,pred_gt_area_ratio,bbox_iou
MoCH,ZoomNeXt-CamLock,Train,v_13_38,33,0.9381763996064784,0.9679888729023052,0.9531504293188827,0.9838088284325884,0.0,0.48306452050583853,1.0909090909090908,1.0329789538823315,0.9697379016785247
MoCH,ZoomNeXt-CamLock,Train,v_13_39,50,0.11622736363412013,0.15318457404125568,0.13012756771366246,0.24450361387164538,0.86,0.07842675912002169,5.82,3.3840852934110446,0.020815051719459472
MoCH,ZoomNeXt-CamLock,Train,v_13_41,56,0.8002112390690915,0.8811353227468021,0.8394735832670717,0.9415063258701528,0.017857142857142856,0.5327680277213206,1.5178571428571428,1.1891767635088233,0.8200506391956531
MoCH,ZoomNeXt-CamLock,Train,v_13_42,32,0.5901044346332025,0.7248130287094703,0.9410727976764569,0.6231356117007598,0.1875,0.24044691053687225,2.0625,0.672662732011039,0.839440207184732
MoCH,ZoomNeXt-CamLock,Train,v_13_43,64,0.6315312941534685,0.756642650289014,0.9692928090522464,0.646559353493412,0.0,0.38055347801607214,2.421875,0.6684465841700731,0.7697193152139485
MoCH,ZoomNeXt-CamLock,Train,v_13_44,26,0.8920671375282218,0.9426085186439741,0.9365532073401297,0.9513623391591448,0.0,0.5443890681318021,1.0,1.0195030236249023,0.9222458254944385
MoCH,ZoomNeXt-CamLock,Train,v_13_45,29,0.36153666849088145,0.42898606048607785,0.43459092684896167,0.4352607607791546,0.4827586206896552,0.1991876310636187,2.0,0.7280337289920003,0.24254340695667626
MoCH,ZoomNeXt-CamLock,Train,v_13_46,35,0.8539798315821878,0.9207449694499588,0.9299106787925995,0.9130263719107385,0.0,0.454229266119371,1.7714285714285714,0.9825963369184223,0.9027964311994872
MoCH,ZoomNeXt-CamLock,Train,v_13_47,24,0.6550292425334766,0.7871900227081063,0.8204769242029823,0.7663321678082676,0.0,0.36129001623491835,2.75,0.93510987112894,0.7531067556073666
MoCH,ZoomNeXt-CamLock,Train,v_13_9,23,0.8647713766335596,0.9274514401219014,0.9517403948947315,0.9045397494437953,0.0,0.485832918696279,1.0869565217391304,0.9505108461875037,0.8637955550096162
MoCH,ZoomNeXt-CamLock,Train,v_14_2,158,0.24003486311694378,0.28599566304832186,0.3101769911264881,0.27189039373026225,0.6582278481012658,0.12088672202979575,2.3417721518987342,0.876004514431197,0.23999314921021206
MoCH,ZoomNeXt-CamLock,Train,v_14_3,185,0.7446332910710152,0.8468363026817517,0.7986769146342251,0.9233632363861924,0.0,0.3563529035449781,2.27027027027027,1.1984183784839235,0.5092559473564356
MoCH,ZoomNeXt-CamLock,Train,v_16_10,78,0.11973548325407961,0.18105463199312183,0.33592614081276995,0.1376519888596233,0.8205128205128205,0.026429916373318044,5.551282051282051,0.3238487497243168,0.33973258220983166
MoCH,ZoomNeXt-CamLock,Train,v_16_17,22,0.23608006032755213,0.3328899476160277,0.9279977890165153,0.2601515100579089,0.5909090909090909,0.0804188556611844,1.0,0.3086468487152799,0.2793082584068817
MoCH,ZoomNeXt-CamLock,Train,v_16_2,33,0.24660767450351845,0.33131109547737686,0.3632834137262032,0.37833926535757073,0.5757575757575758,0.07123081784294502,1.8181818181818181,0.7733341026412799,0.15145127997316124
MoCH,ZoomNeXt-CamLock,Train,v_16_4,34,0.06912122118674525,0.11216206960057822,0.07472462452275397,0.25819197674762057,0.9411764705882353,0.02465064090639581,4.176470588235294,3.5533197799630742,0.00854876726570793
MoCH,ZoomNeXt-CamLock,Train,v_16_7,47,0.2835952344970605,0.3231527044236192,0.35077532165820685,0.31360473478783585,0.6382978723404256,0.12455701556279261,2.276595744680851,0.44817890002689653,0.2816722230339896
MoCH,ZoomNeXt-CamLock,Train,v_16_8,39,0.2964294944209085,0.3536190729397404,0.3848311571525556,0.33443894719317674,0.5641025641025641,0.11264265187067092,2.948717948717949,0.7149522613686123,0.31986340418035714
MoCH,ZoomNeXt-CamLock,Train,v_16_9,34,0.26349260592728063,0.33908659643801903,0.5741227488985201,0.29180361353489875,0.6176470588235294,0.09789627209020837,1.1176470588235294,0.3781465862404977,0.3205903223542361
MoCH,ZoomNeXt-CamLock,Train,v_17_0,36,0.18992818908189354,0.2956570942931448,0.5818839330216781,0.20158443624299083,0.7222222222222222,0.09637434429370446,3.25,0.5499620996792474,0.23170686064300824
MoCH,ZoomNeXt-CamLock,Validation,v_0_0,80,0.08126978380008469,0.13438141543181326,0.3629630327153967,0.08488001363992677,0.925,0.05005498417216603,2.2,0.13677120115915828,0.15818751060192804
MoCH,ZoomNeXt-CamLock,Validation,v_12_1,22,0.8153952255877244,0.8968309307952005,0.9310694543603344,0.8702093126264795,0.0,0.5050682171674438,1.0454545454545454,0.9365662935311363,0.8503985155971061
MoCH,ZoomNeXt-CamLock,Validation,v_13_10,33,0.9101165610561396,0.9527441650372628,0.9352624727425563,0.9714307289284146,0.0,0.6946103281708096,1.0,1.0395438612055043,0.9535068317246755
MoCH,ZoomNeXt-CamLock,Validation,v_13_13_2,38,0.7885963229788051,0.8650718461794868,0.9683219505179772,0.8148548949901767,0.02631578947368421,0.5128548439219399,1.9473684210526316,0.8446757473655992,0.8956424429145391
MoCH,ZoomNeXt-CamLock,Validation,v_13_14,21,0.9047769209301205,0.9498164278590848,0.9452960374577731,0.9549712948225805,0.0,0.6515757646105003,1.0,1.0113410451359353,0.9254160725391856
MoCH,ZoomNeXt-CamLock,Validation,v_13_25,42,0.9189400087070161,0.9575906825051154,0.924726932603638,0.9932930745521756,0.0,0.5079888385072285,1.119047619047619,1.0749749471157724,0.9534279133952931
MoCH,ZoomNeXt-CamLock,Validation,v_13_26,36,0.7144280192777653,0.8262233066506885,0.8428630181667246,0.8134203922657021,0.027777777777777776,0.3071360184657074,1.25,0.9671347618050707,0.7553825484275295
MoCH,ZoomNeXt-CamLock,Validation,v_13_48,34,0.8467959081317474,0.9165413440778672,0.8924496393674868,0.9433190403159524,0.0,0.6422382825145876,1.2647058823529411,1.0578590457744061,0.9199037072148858
MoCH,ZoomNeXt-CamLock,Validation,v_16_0,23,0.1610699568375709,0.2548222998619496,0.17741803170704734,0.477532455464871,0.7391304347826086,0.048192455004448374,8.521739130434783,2.799063724111554,0.02703080249011139
MoCH,ZoomNeXt-CamLock,Validation,v_16_11,56,0.16086532067929613,0.20713627162517106,0.21534091191180518,0.20845659639040975,0.7142857142857143,0.06063110883427444,2.607142857142857,0.45997341914625905,0.18071593222275442
MoCH,ZoomNeXt-CamLock,Validation,v_16_12,52,0.5619990298101434,0.6661218996680206,0.7964404509416265,0.6202409443132312,0.21153846153846154,0.2158488659240646,2.1153846153846154,0.7746960062267632,0.5730621433551281
MoCH,ZoomNeXt-CamLock,Validation,v_16_20,35,0.027914544535185958,0.05387822914602535,0.028113121659588187,0.676247950259789,1.0,0.022151705042731507,3.8,21.745837136897517,0.003155658831418766
